tag,English,AudioFile,Icon,Modality
    ,,blank.wav,nose.png,
8,strength,strength.wav,blank.png,AudIrre
,,blank.wav,vis.png,
7,space,space.wav,blank.png,AudIncon
,,blank.wav,x.png,
1,world,world.wav,blank.png,AudNoG
,,blank.wav,nose.png,
4,month,blank.wav,month.png,VisIrre
,,blank.wav,nose.png,
8,syringe,syringe.wav,blank.png,AudIrre
,,blank.wav,aud.png,
6,worm,worm.wav,blank.png,AudCong
,,blank.wav,vis.png,
2,caramel,blank.wav,caramel.png,VisCong
,,blank.wav,nose.png,
8,capacity,capacity.wav,blank.png,AudIrre
,,blank.wav,x.png,
1,freezer,freezer.wav,blank.png,AudNoG
,,blank.wav,aud.png,
3,man,blank.wav,man.png,VisIncon
,,blank.wav,vis.png,
2,filter,blank.wav,filter.png,VisCong
,,blank.wav,vis.png,
2,action,blank.wav,action.png,VisCong
,,blank.wav,nose.png,
8,energy,energy.wav,blank.png,AudIrre
,,blank.wav,x.png,
1,price,price.wav,blank.png,AudNoG
,,blank.wav,aud.png,
3,term,blank.wav,term.png,VisIncon
,,blank.wav,x.png,
1,eraser,eraser.wav,blank.png,AudNoG
,,blank.wav,aud.png,
3,hail,blank.wav,hail.png,VisIncon
,,blank.wav,x.png,
1,lobster,lobster.wav,blank.png,AudNoG
,,blank.wav,nose.png,
4,security,blank.wav,security.png,VisIrre
,,blank.wav,nose.png,
4,yesterday,blank.wav,yesterday.png,VisIrre
,,blank.wav,vis.png,
7,eye,eye.wav,blank.png,AudIncon
,,blank.wav,x.png,
5,spy,blank.wav,spy.png,VisNoG
,,blank.wav,vis.png,
2,direction,blank.wav,direction.png,VisCong
,,blank.wav,aud.png,
3,nature,blank.wav,nature.png,VisIncon
,,blank.wav,aud.png,
6,agility,agility.wav,blank.png,AudCong
,,blank.wav,aud.png,
6,person,person.wav,blank.png,AudCong
,,blank.wav,nose.png,
4,father,blank.wav,father.png,VisIrre
,,blank.wav,x.png,
5,existence,blank.wav,existence.png,VisNoG
,,blank.wav,nose.png,
4,ounce,blank.wav,ounce.png,VisIrre
,,blank.wav,x.png,
5,chalk,blank.wav,chalk.png,VisNoG
,,blank.wav,aud.png,
6,bookcase,bookcase.wav,blank.png,AudCong
,,blank.wav,nose.png,
8,biologist,biologist.wav,blank.png,AudIrre
,,blank.wav,x.png,
5,difference,blank.wav,difference.png,VisNoG
,,blank.wav,x.png,
5,class,blank.wav,class.png,VisNoG
,,blank.wav,vis.png,
7,head,head.wav,blank.png,AudIncon
,,blank.wav,aud.png,
3,group,blank.wav,group.png,VisIncon
,,blank.wav,vis.png,
7,fear,fear.wav,blank.png,AudIncon
,,blank.wav,vis.png,
2,coffin,blank.wav,coffin.png,VisCong
,,blank.wav,aud.png,
6,rhyme,rhyme.wav,blank.png,AudCong
,,blank.wav,vis.png,
7,company,company.wav,blank.png,AudIncon
