tag,English,AudioFile,Icon,Modality
    ,,blank.wav,vis.png,
7,moment,moment.wav,blank.png,AudIncon
,,blank.wav,x.png,
1,pumpkin,pumpkin.wav,blank.png,AudNoG
,,blank.wav,aud.png,
3,theory,blank.wav,theory.png,VisIncon
,,blank.wav,x.png,
1,mother,mother.wav,blank.png,AudNoG
,,blank.wav,aud.png,
3,hammock,blank.wav,hammock.png,VisIncon
,,blank.wav,aud.png,
3,pronoun,blank.wav,pronoun.png,VisIncon
,,blank.wav,nose.png,
8,idol,idol.wav,blank.png,AudIrre
,,blank.wav,nose.png,
4,interest,blank.wav,interest.png,VisIrre
,,blank.wav,vis.png,
7,mayonnaise,mayonnaise.wav,blank.png,AudIncon
,,blank.wav,aud.png,
6,art,art.wav,blank.png,AudCong
,,blank.wav,nose.png,
4,earth,blank.wav,earth.png,VisIrre
,,blank.wav,vis.png,
2,woman,blank.wav,woman.png,VisCong
,,blank.wav,vis.png,
7,flea,flea.wav,blank.png,AudIncon
,,blank.wav,x.png,
5,ankle,blank.wav,ankle.png,VisNoG
,,blank.wav,x.png,
1,window,window.wav,blank.png,AudNoG
,,blank.wav,x.png,
1,umbrella,umbrella.wav,blank.png,AudNoG
,,blank.wav,x.png,
5,love,blank.wav,love.png,VisNoG
,,blank.wav,aud.png,
6,paper,paper.wav,blank.png,AudCong
,,blank.wav,nose.png,
8,tiger,tiger.wav,blank.png,AudIrre
,,blank.wav,nose.png,
4,sponge,blank.wav,sponge.png,VisIrre
,,blank.wav,vis.png,
2,age,blank.wav,age.png,VisCong
,,blank.wav,nose.png,
8,condition,condition.wav,blank.png,AudIrre
,,blank.wav,vis.png,
2,island,blank.wav,island.png,VisCong
,,blank.wav,aud.png,
6,heart,heart.wav,blank.png,AudCong
,,blank.wav,nose.png,
8,galaxy,galaxy.wav,blank.png,AudIrre
,,blank.wav,aud.png,
3,flu,blank.wav,flu.png,VisIncon
,,blank.wav,x.png,
1,turtle,turtle.wav,blank.png,AudNoG
,,blank.wav,x.png,
5,death,blank.wav,death.png,VisNoG
,,blank.wav,nose.png,
8,alligator,alligator.wav,blank.png,AudIrre
,,blank.wav,aud.png,
6,athlete,athlete.wav,blank.png,AudCong
,,blank.wav,vis.png,
2,celery,blank.wav,celery.png,VisCong
,,blank.wav,aud.png,
6,night,night.wav,blank.png,AudCong
,,blank.wav,x.png,
5,volcano,blank.wav,volcano.png,VisNoG
,,blank.wav,vis.png,
7,bakery,bakery.wav,blank.png,AudIncon
,,blank.wav,vis.png,
7,fire,fire.wav,blank.png,AudIncon
,,blank.wav,aud.png,
3,glue,blank.wav,glue.png,VisIncon
,,blank.wav,x.png,
5,liar,blank.wav,liar.png,VisNoG
,,blank.wav,nose.png,
4,secret,blank.wav,secret.png,VisIrre
,,blank.wav,vis.png,
2,bucket,blank.wav,bucket.png,VisCong
,,blank.wav,nose.png,
4,kidney,blank.wav,kidney.png,VisIrre
