tag,English,AudioFile,Icon,Modality
    ,,blank.wav,x.png,
7,head,head.wav,blank.png,AudNoG
,,blank.wav,nose.png,
6,bookcase,bookcase.wav,blank.png,AudIrre
,,blank.wav,vis.png,
5,difference,difference.wav,blank.png,AudIncon
,,blank.wav,vis.png,
8,energy,blank.wav,energy.png,VisCong
,,blank.wav,vis.png,
8,syringe,blank.wav,syringe.png,VisCong
,,blank.wav,aud.png,
4,security,security.wav,blank.png,AudCong
,,blank.wav,x.png,
7,fear,fear.wav,blank.png,AudNoG
,,blank.wav,nose.png,
2,caramel,blank.wav,caramel.png,VisIrre
,,blank.wav,aud.png,
4,yesterday,yesterday.wav,blank.png,AudCong
,,blank.wav,x.png,
3,term,blank.wav,term.png,VisNoG
,,blank.wav,aud.png,
4,month,month.wav,blank.png,AudCong
,,blank.wav,x.png,
7,eye,eye.wav,blank.png,AudNoG
,,blank.wav,nose.png,
6,person,person.wav,blank.png,AudIrre
,,blank.wav,aud.png,
1,price,blank.wav,price.png,VisIncon
,,blank.wav,nose.png,
6,worm,worm.wav,blank.png,AudIrre
,,blank.wav,aud.png,
1,eraser,blank.wav,eraser.png,VisIncon
,,blank.wav,aud.png,
1,freezer,blank.wav,freezer.png,VisIncon
,,blank.wav,x.png,
3,man,blank.wav,man.png,VisNoG
,,blank.wav,nose.png,
2,coffin,blank.wav,coffin.png,VisIrre
,,blank.wav,nose.png,
2,filter,blank.wav,filter.png,VisIrre
,,blank.wav,x.png,
7,space,space.wav,blank.png,AudNoG
,,blank.wav,vis.png,
5,class,class.wav,blank.png,AudIncon
,,blank.wav,x.png,
7,company,company.wav,blank.png,AudNoG
,,blank.wav,vis.png,
5,existence,existence.wav,blank.png,AudIncon
,,blank.wav,vis.png,
5,spy,spy.wav,blank.png,AudIncon
,,blank.wav,aud.png,
1,lobster,blank.wav,lobster.png,VisIncon
,,blank.wav,nose.png,
6,rhyme,rhyme.wav,blank.png,AudIrre
,,blank.wav,nose.png,
2,action,blank.wav,action.png,VisIrre
,,blank.wav,nose.png,
2,direction,blank.wav,direction.png,VisIrre
,,blank.wav,nose.png,
6,agility,agility.wav,blank.png,AudIrre
,,blank.wav,x.png,
3,group,blank.wav,group.png,VisNoG
,,blank.wav,x.png,
3,nature,blank.wav,nature.png,VisNoG
,,blank.wav,aud.png,
4,ounce,ounce.wav,blank.png,AudCong
,,blank.wav,x.png,
3,hail,blank.wav,hail.png,VisNoG
,,blank.wav,vis.png,
8,strength,blank.wav,strength.png,VisCong
,,blank.wav,vis.png,
8,biologist,blank.wav,biologist.png,VisCong
,,blank.wav,aud.png,
1,world,blank.wav,world.png,VisIncon
,,blank.wav,vis.png,
5,chalk,chalk.wav,blank.png,AudIncon
,,blank.wav,vis.png,
8,capacity,blank.wav,capacity.png,VisCong
,,blank.wav,aud.png,
4,father,father.wav,blank.png,AudCong
