tag,English,AudioFile,Icon,Modality
    ,,blank.wav,x.png,
3,crib,blank.wav,crib.png,VisNoG
,,blank.wav,vis.png,
5,massage,massage.wav,blank.png,AudIncon
,,blank.wav,x.png,
7,butcher,butcher.wav,blank.png,AudNoG
,,blank.wav,x.png,
3,bruise,blank.wav,bruise.png,VisNoG
,,blank.wav,aud.png,
4,adviser,adviser.wav,blank.png,AudCong
,,blank.wav,nose.png,
2,butterfly,blank.wav,butterfly.png,VisIrre
,,blank.wav,vis.png,
8,scarf,blank.wav,scarf.png,VisCong
,,blank.wav,vis.png,
8,effect,blank.wav,effect.png,VisCong
,,blank.wav,vis.png,
5,pet,pet.wav,blank.png,AudIncon
,,blank.wav,aud.png,
1,symptom,blank.wav,symptom.png,VisIncon
,,blank.wav,x.png,
3,success,blank.wav,success.png,VisNoG
,,blank.wav,x.png,
7,cork,cork.wav,blank.png,AudNoG
,,blank.wav,aud.png,
4,government,government.wav,blank.png,AudCong
,,blank.wav,nose.png,
6,function,function.wav,blank.png,AudIrre
,,blank.wav,aud.png,
1,frog,blank.wav,frog.png,VisIncon
,,blank.wav,vis.png,
8,language,blank.wav,language.png,VisCong
,,blank.wav,nose.png,
6,germ,germ.wav,blank.png,AudIrre
,,blank.wav,vis.png,
8,vowel,blank.wav,vowel.png,VisCong
,,blank.wav,nose.png,
2,result,blank.wav,result.png,VisIrre
,,blank.wav,aud.png,
1,truth,blank.wav,truth.png,VisIncon
,,blank.wav,nose.png,
2,water,blank.wav,water.png,VisIrre
,,blank.wav,aud.png,
1,diamond,blank.wav,diamond.png,VisIncon
,,blank.wav,aud.png,
4,church,church.wav,blank.png,AudCong
,,blank.wav,aud.png,
4,bachelor,bachelor.wav,blank.png,AudCong
,,blank.wav,aud.png,
4,anarchy,anarchy.wav,blank.png,AudCong
,,blank.wav,x.png,
7,hand,hand.wav,blank.png,AudNoG
,,blank.wav,nose.png,
6,community,community.wav,blank.png,AudIrre
,,blank.wav,x.png,
3,distance,blank.wav,distance.png,VisNoG
,,blank.wav,vis.png,
8,dinosaur,blank.wav,dinosaur.png,VisCong
,,blank.wav,nose.png,
6,teacher,teacher.wav,blank.png,AudIrre
,,blank.wav,vis.png,
5,system,system.wav,blank.png,AudIncon
,,blank.wav,aud.png,
1,accordion,blank.wav,accordion.png,VisIncon
,,blank.wav,x.png,
7,harp,harp.wav,blank.png,AudNoG
,,blank.wav,nose.png,
6,couple,couple.wav,blank.png,AudIrre
,,blank.wav,nose.png,
2,eyebrow,blank.wav,eyebrow.png,VisIrre
,,blank.wav,vis.png,
5,eruption,eruption.wav,blank.png,AudIncon
,,blank.wav,x.png,
7,movement,movement.wav,blank.png,AudNoG
,,blank.wav,x.png,
3,fireman,blank.wav,fireman.png,VisNoG
,,blank.wav,nose.png,
2,astronaut,blank.wav,astronaut.png,VisIrre
,,blank.wav,vis.png,
5,martian,martian.wav,blank.png,AudIncon
