tag,English,AudioFile,Icon,Modality
    ,,blank.wav,aud.png,
1,oatmeal,oatmeal.wav,blank.png,AudCong
,,blank.wav,vis.png,
2,response,response.wav,blank.png,AudIncon
,,blank.wav,vis.png,
5,rectangle,blank.wav,rectangle.png,VisCong
,,blank.wav,x.png,
4,alphabet,alphabet.wav,blank.png,AudNoG
,,blank.wav,aud.png,
1,pineapple,pineapple.wav,blank.png,AudCong
,,blank.wav,nose.png,
3,century,century.wav,blank.png,AudIrre
,,blank.wav,x.png,
8,peace,blank.wav,peace.png,VisNoG
,,blank.wav,nose.png,
3,carpenter,carpenter.wav,blank.png,AudIrre
,,blank.wav,nose.png,
7,dolphin,blank.wav,dolphin.png,VisIrre
,,blank.wav,aud.png,
6,kitchen,blank.wav,kitchen.png,VisIncon
,,blank.wav,x.png,
8,time,blank.wav,time.png,VisNoG
,,blank.wav,aud.png,
1,process,process.wav,blank.png,AudCong
,,blank.wav,vis.png,
2,effort,effort.wav,blank.png,AudIncon
,,blank.wav,x.png,
8,defendant,blank.wav,defendant.png,VisNoG
,,blank.wav,vis.png,
5,sun,blank.wav,sun.png,VisCong
,,blank.wav,vis.png,
5,spirit,blank.wav,spirit.png,VisCong
,,blank.wav,aud.png,
6,elephant,blank.wav,elephant.png,VisIncon
,,blank.wav,aud.png,
1,course,course.wav,blank.png,AudCong
,,blank.wav,nose.png,
7,mechanic,blank.wav,mechanic.png,VisIrre
,,blank.wav,nose.png,
7,structure,blank.wav,structure.png,VisIrre
,,blank.wav,x.png,
4,keyboard,keyboard.wav,blank.png,AudNoG
,,blank.wav,aud.png,
1,loser,loser.wav,blank.png,AudCong
,,blank.wav,x.png,
4,activity,activity.wav,blank.png,AudNoG
,,blank.wav,x.png,
4,carrot,carrot.wav,blank.png,AudNoG
,,blank.wav,vis.png,
5,baptism,blank.wav,baptism.png,VisCong
,,blank.wav,aud.png,
6,rib,blank.wav,rib.png,VisIncon
,,blank.wav,nose.png,
3,neck,neck.wav,blank.png,AudIrre
,,blank.wav,vis.png,
2,geology,geology.wav,blank.png,AudIncon
,,blank.wav,nose.png,
7,book,blank.wav,book.png,VisIrre
,,blank.wav,aud.png,
6,model,blank.wav,model.png,VisIncon
,,blank.wav,nose.png,
3,wrinkle,wrinkle.wav,blank.png,AudIrre
,,blank.wav,aud.png,
6,spoon,blank.wav,spoon.png,VisIncon
,,blank.wav,nose.png,
3,presence,presence.wav,blank.png,AudIrre
,,blank.wav,nose.png,
7,year,blank.wav,year.png,VisIrre
,,blank.wav,x.png,
8,ambulance,blank.wav,ambulance.png,VisNoG
,,blank.wav,x.png,
8,pyramid,blank.wav,pyramid.png,VisNoG
,,blank.wav,vis.png,
5,clinic,blank.wav,clinic.png,VisCong
,,blank.wav,vis.png,
2,name,name.wav,blank.png,AudIncon
,,blank.wav,x.png,
4,room,room.wav,blank.png,AudNoG
,,blank.wav,vis.png,
2,point,point.wav,blank.png,AudIncon
