tag,English,AudioFile,Icon,Modality
    ,,blank.wav,vis.png,
4,earth,blank.wav,earth.png,VisCong
,,blank.wav,vis.png,
1,mother,mother.wav,blank.png,AudIncon
,,blank.wav,aud.png,
8,alligator,alligator.wav,blank.png,AudCong
,,blank.wav,aud.png,
8,galaxy,galaxy.wav,blank.png,AudCong
,,blank.wav,nose.png,
6,night,blank.wav,night.png,VisIrre
,,blank.wav,vis.png,
4,secret,blank.wav,secret.png,VisCong
,,blank.wav,nose.png,
2,woman,woman.wav,blank.png,AudIrre
,,blank.wav,x.png,
3,flu,flu.wav,blank.png,AudNoG
,,blank.wav,aud.png,
5,love,blank.wav,love.png,VisIncon
,,blank.wav,x.png,
3,pronoun,pronoun.wav,blank.png,AudNoG
,,blank.wav,vis.png,
1,pumpkin,pumpkin.wav,blank.png,AudIncon
,,blank.wav,nose.png,
6,art,blank.wav,art.png,VisIrre
,,blank.wav,nose.png,
2,bucket,bucket.wav,blank.png,AudIrre
,,blank.wav,x.png,
3,theory,theory.wav,blank.png,AudNoG
,,blank.wav,nose.png,
6,heart,blank.wav,heart.png,VisIrre
,,blank.wav,nose.png,
6,paper,blank.wav,paper.png,VisIrre
,,blank.wav,x.png,
3,hammock,hammock.wav,blank.png,AudNoG
,,blank.wav,vis.png,
1,umbrella,umbrella.wav,blank.png,AudIncon
,,blank.wav,vis.png,
4,sponge,blank.wav,sponge.png,VisCong
,,blank.wav,nose.png,
2,celery,celery.wav,blank.png,AudIrre
,,blank.wav,x.png,
7,moment,blank.wav,moment.png,VisNoG
,,blank.wav,aud.png,
5,death,blank.wav,death.png,VisIncon
,,blank.wav,vis.png,
1,turtle,turtle.wav,blank.png,AudIncon
,,blank.wav,x.png,
7,mayonnaise,blank.wav,mayonnaise.png,VisNoG
,,blank.wav,aud.png,
5,liar,blank.wav,liar.png,VisIncon
,,blank.wav,aud.png,
5,volcano,blank.wav,volcano.png,VisIncon
,,blank.wav,aud.png,
8,condition,condition.wav,blank.png,AudCong
,,blank.wav,x.png,
7,fire,blank.wav,fire.png,VisNoG
,,blank.wav,vis.png,
1,window,window.wav,blank.png,AudIncon
,,blank.wav,aud.png,
8,tiger,tiger.wav,blank.png,AudCong
,,blank.wav,x.png,
7,flea,blank.wav,flea.png,VisNoG
,,blank.wav,x.png,
7,bakery,blank.wav,bakery.png,VisNoG
,,blank.wav,nose.png,
2,island,island.wav,blank.png,AudIrre
,,blank.wav,aud.png,
8,idol,idol.wav,blank.png,AudCong
,,blank.wav,nose.png,
2,age,age.wav,blank.png,AudIrre
,,blank.wav,x.png,
3,glue,glue.wav,blank.png,AudNoG
,,blank.wav,vis.png,
4,interest,blank.wav,interest.png,VisCong
,,blank.wav,vis.png,
4,kidney,blank.wav,kidney.png,VisCong
,,blank.wav,aud.png,
5,ankle,blank.wav,ankle.png,VisIncon
,,blank.wav,nose.png,
6,athlete,blank.wav,athlete.png,VisIrre
