tag,English,AudioFile,Icon,Modality
    ,,blank.wav,x.png,
4,yesterday,blank.wav,yesterday.png,VisNoG
,,blank.wav,nose.png,
3,term,blank.wav,term.png,VisIrre
,,blank.wav,aud.png,
2,direction,blank.wav,direction.png,VisIncon
,,blank.wav,aud.png,
5,spy,spy.wav,blank.png,AudCong
,,blank.wav,x.png,
4,father,blank.wav,father.png,VisNoG
,,blank.wav,vis.png,
1,freezer,blank.wav,freezer.png,VisCong
,,blank.wav,x.png,
8,syringe,syringe.wav,blank.png,AudNoG
,,blank.wav,vis.png,
6,agility,agility.wav,blank.png,AudIncon
,,blank.wav,vis.png,
1,lobster,blank.wav,lobster.png,VisCong
,,blank.wav,aud.png,
5,class,class.wav,blank.png,AudCong
,,blank.wav,x.png,
4,ounce,blank.wav,ounce.png,VisNoG
,,blank.wav,vis.png,
6,person,person.wav,blank.png,AudIncon
,,blank.wav,nose.png,
7,eye,eye.wav,blank.png,AudIrre
,,blank.wav,x.png,
8,strength,strength.wav,blank.png,AudNoG
,,blank.wav,nose.png,
7,space,space.wav,blank.png,AudIrre
,,blank.wav,x.png,
8,capacity,capacity.wav,blank.png,AudNoG
,,blank.wav,vis.png,
6,rhyme,rhyme.wav,blank.png,AudIncon
,,blank.wav,aud.png,
5,difference,difference.wav,blank.png,AudCong
,,blank.wav,nose.png,
3,hail,blank.wav,hail.png,VisIrre
,,blank.wav,x.png,
4,security,blank.wav,security.png,VisNoG
,,blank.wav,aud.png,
5,chalk,chalk.wav,blank.png,AudCong
,,blank.wav,nose.png,
3,group,blank.wav,group.png,VisIrre
,,blank.wav,vis.png,
6,bookcase,bookcase.wav,blank.png,AudIncon
,,blank.wav,nose.png,
7,head,head.wav,blank.png,AudIrre
,,blank.wav,vis.png,
1,price,blank.wav,price.png,VisCong
,,blank.wav,aud.png,
5,existence,existence.wav,blank.png,AudCong
,,blank.wav,nose.png,
3,nature,blank.wav,nature.png,VisIrre
,,blank.wav,vis.png,
1,world,blank.wav,world.png,VisCong
,,blank.wav,x.png,
4,month,blank.wav,month.png,VisNoG
,,blank.wav,nose.png,
3,man,blank.wav,man.png,VisIrre
,,blank.wav,aud.png,
2,caramel,blank.wav,caramel.png,VisIncon
,,blank.wav,aud.png,
2,action,blank.wav,action.png,VisIncon
,,blank.wav,aud.png,
2,filter,blank.wav,filter.png,VisIncon
,,blank.wav,aud.png,
2,coffin,blank.wav,coffin.png,VisIncon
,,blank.wav,x.png,
8,biologist,biologist.wav,blank.png,AudNoG
,,blank.wav,vis.png,
1,eraser,blank.wav,eraser.png,VisCong
,,blank.wav,nose.png,
7,fear,fear.wav,blank.png,AudIrre
,,blank.wav,x.png,
8,energy,energy.wav,blank.png,AudNoG
,,blank.wav,nose.png,
7,company,company.wav,blank.png,AudIrre
,,blank.wav,vis.png,
6,worm,worm.wav,blank.png,AudIncon
