tag,English,AudioFile,Icon,Modality
    ,,blank.wav,nose.png,
8,strength,blank.wav,strength.png,VisIrre
,,blank.wav,vis.png,
6,bookcase,blank.wav,bookcase.png,VisCong
,,blank.wav,vis.png,
3,man,man.wav,blank.png,AudIncon
,,blank.wav,aud.png,
7,company,blank.wav,company.png,VisIncon
,,blank.wav,x.png,
1,eraser,blank.wav,eraser.png,VisNoG
,,blank.wav,aud.png,
2,direction,direction.wav,blank.png,AudCong
,,blank.wav,vis.png,
3,hail,hail.wav,blank.png,AudIncon
,,blank.wav,nose.png,
4,yesterday,yesterday.wav,blank.png,AudIrre
,,blank.wav,vis.png,
6,agility,blank.wav,agility.png,VisCong
,,blank.wav,nose.png,
8,syringe,blank.wav,syringe.png,VisIrre
,,blank.wav,nose.png,
4,father,father.wav,blank.png,AudIrre
,,blank.wav,vis.png,
3,nature,nature.wav,blank.png,AudIncon
,,blank.wav,x.png,
1,lobster,blank.wav,lobster.png,VisNoG
,,blank.wav,aud.png,
7,head,blank.wav,head.png,VisIncon
,,blank.wav,nose.png,
8,capacity,blank.wav,capacity.png,VisIrre
,,blank.wav,x.png,
5,existence,existence.wav,blank.png,AudNoG
,,blank.wav,aud.png,
7,space,blank.wav,space.png,VisIncon
,,blank.wav,nose.png,
8,biologist,blank.wav,biologist.png,VisIrre
,,blank.wav,aud.png,
2,action,action.wav,blank.png,AudCong
,,blank.wav,vis.png,
6,person,blank.wav,person.png,VisCong
,,blank.wav,aud.png,
7,fear,blank.wav,fear.png,VisIncon
,,blank.wav,vis.png,
3,group,group.wav,blank.png,AudIncon
,,blank.wav,x.png,
5,chalk,chalk.wav,blank.png,AudNoG
,,blank.wav,nose.png,
4,security,security.wav,blank.png,AudIrre
,,blank.wav,aud.png,
2,filter,filter.wav,blank.png,AudCong
,,blank.wav,x.png,
5,difference,difference.wav,blank.png,AudNoG
,,blank.wav,x.png,
5,class,class.wav,blank.png,AudNoG
,,blank.wav,vis.png,
3,term,term.wav,blank.png,AudIncon
,,blank.wav,x.png,
1,world,blank.wav,world.png,VisNoG
,,blank.wav,aud.png,
2,caramel,caramel.wav,blank.png,AudCong
,,blank.wav,vis.png,
6,rhyme,blank.wav,rhyme.png,VisCong
,,blank.wav,aud.png,
7,eye,blank.wav,eye.png,VisIncon
,,blank.wav,x.png,
5,spy,spy.wav,blank.png,AudNoG
,,blank.wav,nose.png,
4,month,month.wav,blank.png,AudIrre
,,blank.wav,vis.png,
6,worm,blank.wav,worm.png,VisCong
,,blank.wav,x.png,
1,freezer,blank.wav,freezer.png,VisNoG
,,blank.wav,aud.png,
2,coffin,coffin.wav,blank.png,AudCong
,,blank.wav,x.png,
1,price,blank.wav,price.png,VisNoG
,,blank.wav,nose.png,
8,energy,blank.wav,energy.png,VisIrre
,,blank.wav,nose.png,
4,ounce,ounce.wav,blank.png,AudIrre
